Parametric Search Results

Part Number,Data Sheet,MCU,MCU Frequency (MHz),Flash,RAM,Bluetooth Low Energy,Bluetooth 5,Bluetooth 5 2M PHY,Bluetooth 5 LE Long Range,zigbee,Thread,Proprietary Sub-GHz,Proprietary 2.4 GHz,Output Power (dBm),Package Type,Dig I/O,I²C,I²S,SPI,USB,UART,USART,AES-128,AES-256,ECC,SHA-1,SHA-2,Frequency Range,RX Current (mA),Timers (16-bit),ADC 1,DAC,Comparators
"EFR32BG12P332F1024IM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","256","Yes","Yes","Yes","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 10 ","QFN48","31","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","10","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG12P432F1024GL125","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","256","Yes","Yes","Yes","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 19 ","BGA125","65","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","10","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG12P432F1024GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","256","Yes","Yes","Yes","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 19 ","QFN48","31","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","10","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG12P433F1024GL125","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","256","Yes","Yes","Yes","No","No","No","Yes","Yes","-30<span class="delimiter-to"></span> 19 ","BGA125","65","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 2483.5 ","10","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG12P433F1024GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","256","Yes","Yes","Yes","No","No","No","Yes","Yes","-30<span class="delimiter-to"></span> 19 ","QFN48","28","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 2483.5 ","10","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG12P433F1024GM68","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","256","Yes","Yes","Yes","No","No","No","Yes","Yes","-30<span class="delimiter-to"></span> 19 ","QFN68","46","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 2483.5 ","10","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG12P433F1024IM68","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg12-datasheet.pdf","ARM Cortex-M4","40","1024","256","Yes","Yes","Yes","No","No","No","Yes","Yes","-30<span class="delimiter-to"></span> 19 ","QFN68","46","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","10","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG13P532F512GM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg13-datasheet-jp.pdf","ARM Cortex-M4","40","512","64","Yes","Yes","Yes","Yes","No","No","No","Yes","-30<span class="delimiter-to"></span> 0 ","QFN32","16","2","1","3","No","4","3","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","9.5","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG13P532F512GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg13-datasheet-jp.pdf","ARM Cortex-M4","40","512","64","Yes","Yes","Yes","Yes","No","No","No","Yes","-30<span class="delimiter-to"></span> 0 ","QFN48","31","2","1","3","No","4","3","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","9.5","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG13P632F512GM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg13-datasheet-jp.pdf","ARM Cortex-M4","40","512","64","Yes","Yes","Yes","Yes","No","No","No","Yes","-30<span class="delimiter-to"></span> 10 ","QFN32","16","2","1","3","No","4","3","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","9.5","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG13P632F512GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg13-datasheet-jp.pdf","ARM Cortex-M4","40","512","64","Yes","Yes","Yes","Yes","No","No","No","Yes","-30<span class="delimiter-to"></span> 10 ","QFN48","31","2","1","3","No","4","3","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","9.5","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG13P632F512IM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg13-datasheet-jp.pdf","ARM Cortex-M4","40","512","64","Yes","Yes","Yes","Yes","No","No","No","Yes","-30<span class="delimiter-to"></span> 10 ","QFN32","16","2","1","3","No","4","3","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","9.5","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG13P632F512IM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg13-datasheet-jp.pdf","ARM Cortex-M4","40","512","64","Yes","Yes","Yes","Yes","No","No","No","Yes","-30<span class="delimiter-to"></span> 10 ","QFN48","31","2","1","3","No","4","3","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","9.5","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG13P732F512GM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg13-datasheet-jp.pdf","ARM Cortex-M4","40","512","64","Yes","Yes","Yes","Yes","No","No","No","Yes","-30<span class="delimiter-to"></span> 19 ","QFN32","16","2","1","3","No","4","3","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","9.5","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG13P732F512GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg13-datasheet-jp.pdf","ARM Cortex-M4","40","512","64","Yes","Yes","Yes","Yes","No","No","No","Yes","-30<span class="delimiter-to"></span> 19 ","QFN48","31","2","1","3","No","4","3","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","9.5","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG13P733F512GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg13-datasheet-jp.pdf","ARM Cortex-M4","40","512","64","Yes","Yes","Yes","Yes","No","No","Yes","Yes","-30<span class="delimiter-to"></span> 19 ","QFN48","31","2","1","3","No","4","3","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 2483.5 ","9.5","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG14P532F256GM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg14-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 0 ","QFN32","16","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.8","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG14P532F256GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg14-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 0 ","QFN48","31","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.8","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG14P632F256GM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg14-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 10 ","QFN32","16","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.8","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG14P632F256GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg14-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 10 ","QFN48","31","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.8","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG14P632F256IM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg14-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 10 ","QFN32","16","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.8","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG14P632F256IM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg14-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 10 ","QFN48","31","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.8","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG14P732F256GM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg14-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 19 ","QFN32","16","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.8","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG14P732F256GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg14-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 19 ","QFN48","31","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.8","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG14P733F256GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg14-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","Yes","Yes","-30<span class="delimiter-to"></span> 19 ","QFN48","28","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 2483.5 ","8.8","8","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32BG1B132F256GM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","No","-30<span class="delimiter-to"></span> 3.5 ","QFN32","16","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1B132F256GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","No","-30<span class="delimiter-to"></span> 3.5 ","QFN48","31","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1B132F256IM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","No","-30<span class="delimiter-to"></span> 3.5 ","QFN32","16","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1B232F256GJ43","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","No","-30<span class="delimiter-to"></span> 10.5 ","WLCSP43","19","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1B232F256GM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","No","-30<span class="delimiter-to"></span> 10.5 ","QFN32","16","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1B232F256GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","No","-30<span class="delimiter-to"></span> 10.5 ","QFN48","31","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1B232F256IM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","No","-30<span class="delimiter-to"></span> 10.5 ","QFN32","16","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1P232F256GM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 10.5 ","QFN32","16","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1P232F256GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 10.5 ","QFN48","31","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1P232F256IM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 10.5 ","QFN32","16","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1P232F256IM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 10.5 ","QFN48","31","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1P233F256GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","Yes","Yes","-30<span class="delimiter-to"></span> 10.5 ","QFN48","28","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1P332F256GJ43","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 19.5 ","WLCSP43","19","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1P332F256GM32","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 19.5 ","QFN32","16","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1P332F256GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 19.5 ","QFN48","31","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1P333F256GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","Yes","Yes","-30<span class="delimiter-to"></span> 20 ","QFN48","28","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32BG1P333F256IM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32bg1-datasheet-jp.pdf","ARM Cortex-M4","40","256","32","Yes","Yes","No","No","No","No","Yes","Yes","-30<span class="delimiter-to"></span> 20 ","QFN48","28","1","1","2","No","3","2","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 2483.5 ","8.7","7","12-bit, SAR, 1 Msps","iDAC","2",
"EFR32FG12P231F1024GL125","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32fg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","128","No","No","No","No","No","No","Yes","No","-30<span class="delimiter-to"></span> 20 ","BGA125","65","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 956 ","8.6","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32FG12P231F1024GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32fg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","128","No","No","No","No","No","No","Yes","No","-30<span class="delimiter-to"></span> 20 ","QFN48","32","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 956 ","8.6","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32FG12P231F1024GM68","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32fg12-datasheet.pdf","ARM Cortex-M4","40","1024","128","No","No","No","No","No","No","Yes","No","-30<span class="delimiter-to"></span> 20 ","QFN68","46","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 956 ","8.4","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32FG12P231F512GM68","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32fg12-datasheet.pdf","ARM Cortex-M4","40","512","64","No","No","No","No","No","No","Yes","No","-30<span class="delimiter-to"></span> 20 ","QFN68","46","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 956 ","8.4","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32FG12P232F1024GL125","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32fg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","128","No","No","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 19 ","BGA125","65","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","10","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32FG12P232F1024GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32fg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","128","No","No","No","No","No","No","No","Yes","-30<span class="delimiter-to"></span> 19 ","QFN48","31","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","2400<span class="delimiter-to"></span> 2483.5 ","10","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32FG12P431F1024GL125","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32fg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","256","No","No","No","No","No","No","Yes","No","-30<span class="delimiter-to"></span> 20 ","BGA125","65","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 956 ","8.6","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32FG12P431F1024GM48","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32fg12-datasheet-jp.pdf","ARM Cortex-M4","40","1024","256","No","No","No","No","No","No","Yes","No","-30<span class="delimiter-to"></span> 20 ","QFN48","32","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 956 ","8.6","9","12-bit, SAR, 1 Msps","VDAC","2",
"EFR32FG12P431F1024GM68","https://www.silabs.com/content/dam/siliconlabs/documents/public/data-sheets/efr32fg12-datasheet.pdf","ARM Cortex-M4","40","1024","256","No","No","No","No","No","No","Yes","No","-30<span class="delimiter-to"></span> 19 ","QFN68","46","2","2","4","No","5","4","Yes","Yes","Yes","Yes","Yes","110<span class="delimiter-to"></span> 956 ","8.4","9","12-bit, SAR, 1 Msps","VDAC","2",
